chr1	714151	714162	311	-2.116098e+00	-2.116098e+00
chr1	714163	714163	312	-2.657870e+00	-2.657870e+00
chr1	714164	714174	6	-1.076953e+03	-4.835582e+03
chr1	714175	714202	310	-1.395040e+00	-1.395040e+00
chr1	714203	714204	311	-1.438503e+00	-1.438503e+00
chr1	714205	714205	308	-1.951101e+00	-1.951101e+00
chr1	714206	714216	309	-1.420732e+00	-1.420732e+00
chr1	714217	714229	9	-1.547025e+03	-2.786392e+03
chr1	714230	714251	307	-7.508483e-01	-7.508483e-01
chr1	714252	714252	308	-8.416253e-01	-8.416253e-01
chr1	714253	714253	311	-7.212049e-01	-7.212049e-01
chr1	714254	714254	312	-7.172929e-01	-7.172929e-01
chr1	714255	714265	6	-2.275593e+03	-2.113895e+03
chr1	714266	714268	310	-9.094135e-03	-9.094135e-03
chr1	714269	714284	315	-3.053659e-05	-3.053659e-05
chr1	1091875	1091895	316	-4.865493e+00	-4.865493e+00
chr1	1091896	1091896	309	-4.855532e+00	-4.855532e+00
chr1	1091897	1091917	7	-5.097979e+03	-5.764711e+03
chr1	1091918	1091918	307	-4.171600e+00	-4.171600e+00
chr1	1091919	1091919	308	-4.171601e+00	-4.171601e+00
chr1	1091920	1091923	311	-4.177898e+00	-4.177898e+00
chr1	1091924	1091954	308	-4.206181e+00	-4.206181e+00
chr1	1091955	1091973	311	-4.268461e+00	-4.268461e+00
chr1	1091974	1091974	312	-4.351021e+00	-4.351021e+00
chr1	1091975	1091993	4	-6.185003e+03	-1.090978e+04
chr1	1091994	1091994	310	-3.667969e+00	-3.667969e+00
chr1	1091995	1092013	311	-3.505646e+00	-3.505646e+00
chr1	1092014	1092046	308	-3.514584e+00	-3.514584e+00
chr1	1092047	1092047	311	-3.526622e+00	-3.526622e+00
chr1	1092048	1092059	312	-3.471146e+00	-3.471146e+00
chr1	1092060	1092075	12	-2.973761e+03	-6.915056e+03
chr1	1092076	1092076	310	-2.772950e+00	-2.772950e+00
chr1	1092077	1092104	311	-2.779252e+00	-2.779252e+00
chr1	1092105	1092105	308	-3.288122e+00	-3.288122e+00
chr1	1092106	1092112	309	-2.937910e+00	-2.937910e+00
chr1	1092113	1092126	19	-2.150447e+03	-2.035328e+03
chr1	1092127	1092127	307	-2.167254e+00	-2.167254e+00
chr1	1092128	1092128	308	-2.167258e+00	-2.167258e+00
chr1	1092129	1092129	309	-2.162162e+00	-2.162162e+00
chr1	1092130	1092150	7	-3.345399e+03	-5.839834e+03
chr1	1092151	1092151	307	-1.484994e+00	-1.484994e+00
chr1	1092152	1092152	308	-2.331117e+00	-2.331117e+00
chr1	1092153	1092156	309	-2.356769e+00	-2.356769e+00
chr1	1092157	1092169	9	-2.740456e+03	-6.323710e+03
chr1	1092170	1092175	307	-8.854907e-01	-8.854907e-01
chr1	1092176	1092176	308	-1.046688e+00	-1.046688e+00
chr1	1092177	1092177	309	-6.931518e-01	-6.931518e-01
chr1	1092178	1092196	3	-4.057607e+03	-5.470227e+03
chr1	1092197	1092197	307	-5.962580e-06	-5.962580e-06
chr1	1092198	1092198	308	-4.630223e-01	-4.630223e-01
chr1	1092199	1092208	309	-7.367679e-02	-7.367679e-02
chr1	1092209	1092224	315	-2.419981e-05	-2.419981e-05
chr1	1288675	1288693	316	-7.587553e+00	-7.587553e+00
chr1	1288694	1288694	309	-7.592005e+00	-7.592005e+00
chr1	1288695	1288710	11	-1.211511e+03	-4.660742e+03
chr1	1288711	1288711	307	-6.902564e+00	-6.902564e+00
chr1	1288712	1288712	308	-7.271756e+00	-7.271756e+00
chr1	1288713	1288713	309	-7.298162e+00	-7.298162e+00
chr1	1288714	1288727	19	-6.834962e+02	-1.682922e+03
chr1	1288728	1288757	307	-6.263205e+00	-6.263205e+00
chr1	1288758	1288758	308	-7.303655e+00	-7.303655e+00
chr1	1288759	1288761	309	-6.589812e+00	-6.589812e+00
chr1	1288762	1288777	15	-2.746584e+03	-3.440604e+03
chr1	1288778	1288778	307	-5.547429e+00	-5.547429e+00
chr1	1288779	1288779	308	-5.546627e+00	-5.546627e+00
chr1	1288780	1288780	309	-5.545179e+00	-5.545179e+00
chr1	1288781	1288801	7	-4.117470e+03	-1.336693e+04
chr1	1288802	1288802	307	-4.852031e+00	-4.852031e+00
chr1	1288803	1288803	308	-4.852031e+00	-4.852031e+00
chr1	1288804	1288804	309	-4.852031e+00	-4.852031e+00
chr1	1288805	1288820	11	-2.938696e+03	-4.929017e+03
chr1	1288821	1288821	307	-4.158884e+00	-4.158884e+00
chr1	1288822	1288822	308	-4.159042e+00	-4.159042e+00
chr1	1288823	1288823	309	-4.159045e+00	-4.159045e+00
chr1	1288824	1288844	7	-2.967872e+03	-9.431680e+03
chr1	1288845	1288845	307	-3.465970e+00	-3.465970e+00
chr1	1288846	1288846	308	-3.514411e+00	-3.514411e+00
chr1	1288847	1288847	309	-3.516125e+00	-3.516125e+00
chr1	1288848	1288863	11	-1.358799e+03	-3.465757e+03
chr1	1288864	1288871	307	-2.915354e+00	-2.915354e+00
chr1	1288872	1288872	308	-3.316769e+00	-3.316769e+00
chr1	1288873	1288873	309	-2.779869e+00	-2.779869e+00
chr1	1288874	1288889	11	-7.352024e+02	-1.895055e+03
chr1	1288890	1288890	307	-2.086503e+00	-2.086503e+00
chr1	1288891	1288891	308	-2.086459e+00	-2.086459e+00
chr1	1288892	1288892	309	-2.079894e+00	-2.079894e+00
chr1	1288893	1288908	11	-2.993233e+03	-6.419388e+03
chr1	1288909	1288909	307	-1.386342e+00	-1.386342e+00
chr1	1288910	1288910	308	-1.393896e+00	-1.393896e+00
chr1	1288911	1288911	309	-1.393957e+00	-1.393957e+00
chr1	1288912	1288927	13	-3.603862e+03	-4.474426e+03
chr1	1288928	1288971	307	-7.187937e-01	-7.187937e-01
chr1	1288972	1288972	308	-1.669225e+00	-1.669225e+00
chr1	1288973	1288974	309	-8.215017e-01	-8.215017e-01
chr1	1288975	1288990	15	-7.085173e+03	-4.746259e+03
chr1	1288991	1288999	307	-1.747422e-01	-1.747422e-01
chr1	1289000	1289001	308	-3.131145e-01	-3.131145e-01
chr1	1289002	1289008	309	-1.202466e-02	-1.202466e-02
chr1	1289009	1289024	315	-2.954360e-03	-2.954360e-03
chr1	1288955	1288972	316	-8.337520e+00	-8.337520e+00
chr1	1288973	1288975	309	-8.420089e+00	-8.420089e+00
chr1	1288976	1288991	15	-7.593569e+03	-5.955323e+03
chr1	1288992	1288999	307	-7.748340e+00	-7.748340e+00
chr1	1289000	1289000	308	-7.703056e+00	-7.703056e+00
chr1	1289001	1289001	309	-7.592807e+00	-7.592807e+00
chr1	1289002	1289014	9	-1.941593e+03	-4.666508e+03
chr1	1289015	1289015	307	-6.899582e+00	-6.899582e+00
chr1	1289016	1289016	308	-6.899581e+00	-6.899581e+00
chr1	1289017	1289017	309	-6.899558e+00	-6.899558e+00
chr1	1289018	1289029	1	-4.928191e+03	-3.472331e+03
chr1	1289030	1289041	307	-6.303382e+00	-6.303382e+00
chr1	1289042	1289042	308	-7.696230e+00	-7.696230e+00
chr1	1289043	1289055	309	-6.279154e+00	-6.279154e+00
chr1	1289056	1289071	15	-3.536148e+03	-3.721651e+03
chr1	1289072	1289072	307	-5.543273e+00	-5.543273e+00
chr1	1289073	1289073	308	-5.802571e+00	-5.802571e+00
chr1	1289074	1289074	309	-5.779785e+00	-5.779785e+00
chr1	1289075	1289090	13	-1.443771e+03	-2.679560e+03
chr1	1289091	1289110	307	-4.840632e+00	-4.840632e+00
chr1	1289111	1289111	308	-5.346514e+00	-5.346514e+00
chr1	1289112	1289112	309	-5.272843e+00	-5.272843e+00
chr1	1289113	1289119	313	-4.951143e+00	-4.951143e+00
chr1	1289120	1289124	307	-5.086158e+00	-5.086158e+00
chr1	1289125	1289125	308	-6.047046e+00	-6.047046e+00
chr1	1289126	1289127	309	-4.926042e+00	-4.926042e+00
chr1	1289128	1289143	11	-1.775613e+03	-4.607726e+03
chr1	1289144	1289147	307	-4.401715e+00	-4.401715e+00
chr1	1289148	1289148	308	-4.717073e+00	-4.717073e+00
chr1	1289149	1289149	309	-4.251663e+00	-4.251663e+00
chr1	1289150	1289163	19	-3.841455e+02	-1.629749e+03
chr1	1289164	1289165	307	-3.860156e+00	-3.860156e+00
chr1	1289166	1289166	308	-3.892777e+00	-3.892777e+00
chr1	1289167	1289167	309	-3.520512e+00	-3.520512e+00
chr1	1289168	1289181	19	-9.902003e+02	-1.703247e+03
chr1	1289182	1289182	307	-2.867529e+00	-2.867529e+00
chr1	1289183	1289183	308	-2.918128e+00	-2.918128e+00
chr1	1289184	1289194	309	-2.864801e+00	-2.864801e+00
chr1	1289195	1289210	11	-2.065473e+03	-5.243185e+03
chr1	1289211	1289211	307	-2.097365e+00	-2.097365e+00
chr1	1289212	1289212	308	-2.097309e+00	-2.097309e+00
chr1	1289213	1289213	309	-2.096878e+00	-2.096878e+00
chr1	1289214	1289234	7	-6.590128e+03	-6.061583e+03
chr1	1289235	1289235	307	-1.403412e+00	-1.403412e+00
chr1	1289236	1289247	308	-1.482061e+00	-1.482061e+00
chr1	1289248	1289251	309	-1.392991e+00	-1.392991e+00
chr1	1289252	1289264	9	-1.681773e+03	-5.621725e+03
chr1	1289265	1289272	307	-7.428527e-01	-7.428527e-01
chr1	1289273	1289273	308	-1.024267e+00	-1.024267e+00
chr1	1289274	1289274	309	-6.935240e-01	-6.935240e-01
chr1	1289275	1289287	9	-4.712701e+03	-8.211132e+03
chr1	1289288	1289288	307	-8.003553e-10	-8.003553e-10
chr1	1289289	1289304	315	-2.557571e-06	-2.557571e-06
chr1	1346835	1346853	316	-5.544317e+00	-5.544317e+00
chr1	1346854	1346904	313	-5.557396e+00	-5.557396e+00
chr1	1346905	1346905	307	-6.049114e+00	-6.049114e+00
chr1	1346906	1346915	308	-5.597814e+00	-5.597814e+00
chr1	1346916	1346916	309	-5.552072e+00	-5.552072e+00
chr1	1346917	1346929	9	-3.134869e+03	-5.697315e+03
chr1	1346930	1346933	307	-5.017406e+00	-5.017406e+00
chr1	1346934	1346934	308	-5.437658e+00	-5.437658e+00
chr1	1346935	1346936	309	-4.961111e+00	-4.961111e+00
chr1	1346937	1346952	11	-2.403752e+03	-5.897704e+03
chr1	1346953	1346953	307	-4.285569e+00	-4.285569e+00
chr1	1346954	1346954	308	-4.305274e+00	-4.305274e+00
chr1	1346955	1346955	309	-4.306884e+00	-4.306884e+00
chr1	1346956	1346966	5	-1.672247e+02	-1.365517e+03
chr1	1346967	1346975	307	-3.978111e+00	-3.978111e+00
chr1	1346976	1346976	308	-4.486769e+00	-4.486769e+00
chr1	1346977	1346977	309	-3.482358e+00	-3.482358e+00
chr1	1346978	1346993	15	-2.551144e+03	-2.680961e+03
chr1	1346994	1346994	307	-2.781368e+00	-2.781368e+00
chr1	1346995	1346995	308	-3.230380e+00	-3.230380e+00
chr1	1346996	1346996	309	-3.362446e+00	-3.362446e+00
chr1	1346997	1347007	5	-1.446532e+03	-2.329547e+03
chr1	1347008	1347010	307	-2.620739e+00	-2.620739e+00
chr1	1347011	1347011	308	-2.311280e+00	-2.311280e+00
chr1	1347012	1347012	309	-2.197981e+00	-2.197981e+00
chr1	1347013	1347033	7	-3.693405e+03	-5.169650e+03
chr1	1347034	1347034	307	-1.489910e+00	-1.489910e+00
chr1	1347035	1347035	308	-1.918455e+00	-1.918455e+00
chr1	1347036	1347054	309	-1.479591e+00	-1.479591e+00
chr1	1347055	1347070	13	-3.548009e+03	-4.626825e+03
chr1	1347071	1347083	307	-6.979433e-01	-6.979433e-01
chr1	1347084	1347112	308	-7.975129e-01	-7.975129e-01
chr1	1347113	1347113	309	-1.173375e+00	-1.173375e+00
chr1	1347114	1347135	313	-7.206450e-01	-7.206450e-01
chr1	1347136	1347142	307	-8.835673e-01	-8.835673e-01
chr1	1347143	1347143	308	-1.028589e+00	-1.028589e+00
chr1	1347144	1347148	309	-9.506920e-01	-9.506920e-01
chr1	1347149	1347167	3	-1.000000e+12	-1.000000e+12
chr1	1347168	1347168	307	-1.315517e-04	-1.315517e-04
chr1	1347169	1347184	315	-4.043319e-02	-4.043319e-02
chr1	1374995	1375010	316	-9.602597e+00	-9.602597e+00
chr1	1375011	1375014	309	-9.811197e+00	-9.811197e+00
chr1	1375015	1375030	15	-2.707732e+03	-4.429537e+03
chr1	1375031	1375033	307	-9.200255e+00	-9.200255e+00
chr1	1375034	1375034	308	-9.311624e+00	-9.311624e+00
chr1	1375035	1375036	309	-9.224459e+00	-9.224459e+00
chr1	1375037	1375055	3	-1.319614e+03	-4.132520e+03
chr1	1375056	1375058	307	-8.240627e+00	-8.240627e+00
chr1	1375059	1375059	308	-8.931372e+00	-8.931372e+00
chr1	1375060	1375060	309	-8.882315e+00	-8.882315e+00
chr1	1375061	1375073	9	-1.238103e+03	-4.358635e+03
chr1	1375074	1375097	307	-7.610467e+00	-7.610467e+00
chr1	1375098	1375098	308	-8.568158e+00	-8.568158e+00
chr1	1375099	1375099	309	-8.319978e+00	-8.319978e+00
chr1	1375100	1375110	5	-1.291515e+03	-1.054570e+03
chr1	1375111	1375111	307	-7.430239e+00	-7.430239e+00
chr1	1375112	1375112	308	-7.460725e+00	-7.460725e+00
chr1	1375113	1375113	309	-7.445275e+00	-7.445275e+00
chr1	1375114	1375134	7	-4.592409e+03	-8.909884e+03
chr1	1375135	1375135	307	-6.512452e+00	-6.512452e+00
chr1	1375136	1375136	308	-6.792579e+00	-6.792579e+00
chr1	1375137	1375143	309	-6.222077e+00	-6.222077e+00
chr1	1375144	1375159	15	-4.425092e+03	-4.603679e+03
chr1	1375160	1375167	307	-5.517237e+00	-5.517237e+00
chr1	1375168	1375168	308	-5.808332e+00	-5.808332e+00
chr1	1375169	1375169	309	-5.680819e+00	-5.680819e+00
chr1	1375170	1375182	9	-2.915810e+02	-2.627838e+03
chr1	1375183	1375183	307	-4.908454e+00	-4.908454e+00
chr1	1375184	1375184	308	-4.904961e+00	-4.904961e+00
chr1	1375185	1375185	309	-4.868908e+00	-4.868908e+00
chr1	1375186	1375198	9	-1.317235e+03	-4.309389e+03
chr1	1375199	1375199	307	-4.071572e+00	-4.071572e+00
chr1	1375200	1375200	308	-4.087686e+00	-4.087686e+00
chr1	1375201	1375201	309	-4.078675e+00	-4.078675e+00
chr1	1375202	1375215	19	-1.170519e+03	-2.396438e+03
chr1	1375216	1375216	307	-3.387175e+00	-3.387175e+00
chr1	1375217	1375217	308	-3.581873e+00	-3.581873e+00
chr1	1375218	1375218	309	-3.582210e+00	-3.582210e+00
chr1	1375219	1375229	5	-8.737095e+02	-1.915793e+03
chr1	1375230	1375232	307	-2.869232e+00	-2.869232e+00
chr1	1375233	1375233	308	-2.937038e+00	-2.937038e+00
chr1	1375234	1375234	309	-2.771735e+00	-2.771735e+00
chr1	1375235	1375246	1	-7.152849e+03	-4.200073e+03
chr1	1375247	1375260	307	-2.135135e+00	-2.135135e+00
chr1	1375261	1375261	308	-3.181830e+00	-3.181830e+00
chr1	1375262	1375266	309	-2.431295e+00	-2.431295e+00
chr1	1375267	1375282	13	-2.109988e+03	-5.599771e+03
chr1	1375283	1375289	307	-1.466722e+00	-1.466722e+00
chr1	1375290	1375290	308	-2.098876e+00	-2.098876e+00
chr1	1375291	1375291	309	-2.098274e+00	-2.098274e+00
chr1	1375292	1375304	9	-9.515566e+02	-3.639168e+03
chr1	1375305	1375309	307	-1.018027e+00	-1.018027e+00
chr1	1375310	1375310	308	-1.099961e+00	-1.099961e+00
chr1	1375311	1375311	309	-6.965159e-01	-6.965159e-01
chr1	1375312	1375327	13	-3.450749e+03	-7.745989e+03
chr1	1375328	1375328	307	-4.960219e-06	-4.960219e-06
chr1	1375329	1375344	315	-3.109693e-06	-3.109693e-06
chr1	1419095	1419113	316	-4.936704e+00	-4.936704e+00
chr1	1419114	1419136	313	-4.987606e+00	-4.987606e+00
chr1	1419137	1419145	307	-5.093897e+00	-5.093897e+00
chr1	1419146	1419146	308	-5.707071e+00	-5.707071e+00
chr1	1419147	1419147	309	-5.204850e+00	-5.204850e+00
chr1	1419148	1419158	5	-2.015850e+03	-3.394658e+03
chr1	1419159	1419176	307	-4.292130e+00	-4.292130e+00
chr1	1419177	1419187	308	-4.204519e+00	-4.204519e+00
chr1	1419188	1419188	309	-4.186735e+00	-4.186735e+00
chr1	1419189	1419201	9	-1.723532e+03	-2.016740e+03
chr1	1419202	1419202	307	-3.500632e+00	-3.500632e+00
chr1	1419203	1419203	308	-3.557160e+00	-3.557160e+00
chr1	1419204	1419250	309	-3.597475e+00	-3.597475e+00
chr1	1419251	1419266	15	-3.730521e+03	-3.408016e+03
chr1	1419267	1419267	307	-2.772707e+00	-2.772707e+00
chr1	1419268	1419279	308	-2.905693e+00	-2.905693e+00
chr1	1419280	1419280	311	-2.829484e+00	-2.829484e+00
chr1	1419281	1419281	312	-2.774105e+00	-2.774105e+00
chr1	1419282	1419300	4	-4.143756e+03	-1.537691e+03
chr1	1419301	1419301	310	-2.080614e+00	-2.080614e+00
chr1	1419302	1419302	311	-2.080571e+00	-2.080571e+00
chr1	1419303	1419303	308	-2.080474e+00	-2.080474e+00
chr1	1419304	1419304	309	-2.079868e+00	-2.079868e+00
chr1	1419305	1419323	3	-9.511728e+03	-1.008395e+04
chr1	1419324	1419325	307	-1.493045e+00	-1.493045e+00
chr1	1419326	1419326	308	-1.597904e+00	-1.597904e+00
chr1	1419327	1419327	309	-1.428261e+00	-1.428261e+00
chr1	1419328	1419365	313	-1.390020e+00	-1.390020e+00
chr1	1419366	1419367	307	-1.477444e+00	-1.477444e+00
chr1	1419368	1419368	308	-1.996671e+00	-1.996671e+00
chr1	1419369	1419369	309	-1.815230e+00	-1.815230e+00
chr1	1419370	1419390	7	-1.996832e+03	-4.209175e+03
chr1	1419391	1419406	307	-8.586595e-01	-8.586595e-01
chr1	1419407	1419407	308	-1.318597e+00	-1.318597e+00
chr1	1419408	1419408	309	-7.392562e-01	-7.392562e-01
chr1	1419409	1419424	15	-1.345723e+03	-4.352946e+03
chr1	1419425	1419428	307	-3.538876e-03	-3.538876e-03
chr1	1419429	1419444	315	-3.876311e-05	-3.876311e-05
chr1	1419355	1419374	316	-4.866745e+00	-4.866745e+00
chr1	1419375	1419375	309	-4.852378e+00	-4.852378e+00
chr1	1419376	1419396	7	-3.653963e+03	-7.311727e+03
chr1	1419397	1419406	307	-4.293919e+00	-4.293919e+00
chr1	1419407	1419407	308	-4.802961e+00	-4.802961e+00
chr1	1419408	1419408	309	-4.256117e+00	-4.256117e+00
chr1	1419409	1419424	15	-2.224642e+03	-4.283475e+03
chr1	1419425	1419435	307	-3.524988e+00	-3.524988e+00
chr1	1419436	1419436	308	-3.758758e+00	-3.758758e+00
chr1	1419437	1419437	309	-3.655870e+00	-3.655870e+00
chr1	1419438	1419448	5	-1.120120e+03	-1.724612e+03
chr1	1419449	1419463	307	-2.861343e+00	-2.861343e+00
chr1	1419464	1419549	308	-2.810852e+00	-2.810852e+00
chr1	1419550	1419550	309	-2.858833e+00	-2.858833e+00
chr1	1419551	1419566	11	-3.672211e+03	-5.244857e+03
chr1	1419567	1419567	307	-2.165446e+00	-2.165446e+00
chr1	1419568	1419593	308	-2.093841e+00	-2.093841e+00
chr1	1419594	1419594	309	-2.288953e+00	-2.288953e+00
chr1	1419595	1419607	9	-1.730011e+03	-4.881148e+03
chr1	1419608	1419610	307	-1.643985e+00	-1.643985e+00
chr1	1419611	1419611	308	-1.704977e+00	-1.704977e+00
chr1	1419612	1419612	309	-1.697975e+00	-1.697975e+00
chr1	1419613	1419623	5	-8.479988e+02	-1.348252e+03
chr1	1419624	1419624	307	-1.295705e+00	-1.295705e+00
chr1	1419625	1419638	308	-9.799664e-01	-9.799664e-01
chr1	1419639	1419642	309	-9.450356e-01	-9.450356e-01
chr1	1419643	1419661	3	-6.892060e+03	-7.365658e+03
chr1	1419662	1419666	307	-2.709171e-01	-2.709171e-01
chr1	1419667	1419667	308	-4.414974e-01	-4.414974e-01
chr1	1419668	1419668	309	-2.601713e-01	-2.601713e-01
chr1	1419669	1419685	313	-1.266608e-02	-1.266608e-02
chr1	1419686	1419688	307	-6.196781e-02	-6.196781e-02
chr1	1419689	1419704	315	-2.481481e-06	-2.481481e-06
chr1	1421215	1421233	316	-6.258444e+00	-6.258444e+00
chr1	1421234	1421245	307	-6.496804e+00	-6.496804e+00
chr1	1421246	1421246	308	-7.206077e+00	-7.206077e+00
chr1	1421247	1421247	309	-6.426841e+00	-6.426841e+00
chr1	1421248	1421260	9	-1.541281e+03	-5.532684e+03
chr1	1421261	1421261	307	-5.808381e+00	-5.808381e+00
chr1	1421262	1421262	308	-5.834001e+00	-5.834001e+00
chr1	1421263	1421263	309	-5.813839e+00	-5.813839e+00
chr1	1421264	1421279	11	-1.239505e+03	-2.971169e+03
chr1	1421280	1421280	307	-5.088183e+00	-5.088183e+00
chr1	1421281	1421281	308	-5.115781e+00	-5.115781e+00
chr1	1421282	1421282	309	-5.082962e+00	-5.082962e+00
chr1	1421283	1421295	9	-1.416953e+03	-3.626695e+03
chr1	1421296	1421296	307	-4.405536e+00	-4.405536e+00
chr1	1421297	1421297	308	-4.969242e+00	-4.969242e+00
chr1	1421298	1421300	309	-4.609008e+00	-4.609008e+00
chr1	1421301	1421312	1	-8.211569e+03	-4.811490e+03
chr1	1421313	1421336	307	-3.523921e+00	-3.523921e+00
chr1	1421337	1421337	308	-3.605402e+00	-3.605402e+00
chr1	1421338	1421338	309	-3.521802e+00	-3.521802e+00
chr1	1421339	1421354	11	-1.719196e+03	-4.073976e+03
chr1	1421355	1421355	307	-2.831882e+00	-2.831882e+00
chr1	1421356	1421356	308	-2.831167e+00	-2.831167e+00
chr1	1421357	1421361	309	-2.824558e+00	-2.824558e+00
chr1	1421362	1421372	5	-7.994947e+02	-1.878632e+03
chr1	1421373	1421399	307	-2.219141e+00	-2.219141e+00
chr1	1421400	1421400	308	-3.219232e+00	-3.219232e+00
chr1	1421401	1421404	309	-2.128870e+00	-2.128870e+00
chr1	1421405	1421420	13	-2.542194e+03	-5.287378e+03
chr1	1421421	1421421	307	-1.519746e+00	-1.519746e+00
chr1	1421422	1421422	308	-1.843029e+00	-1.843029e+00
chr1	1421423	1421425	309	-1.593974e+00	-1.593974e+00
chr1	1421426	1421436	5	-6.098639e+02	-1.344809e+03
chr1	1421437	1421457	307	-8.261836e-01	-8.261836e-01
chr1	1421458	1421458	308	-1.364769e+00	-1.364769e+00
chr1	1421459	1421459	309	-7.306248e-01	-7.306248e-01
chr1	1421460	1421480	7	-7.089177e+03	-1.285642e+04
chr1	1421481	1421481	307	-3.989937e-02	-3.989937e-02
chr1	1421482	1421482	308	-3.363302e-01	-3.363302e-01
chr1	1421483	1421483	309	-3.375538e-01	-3.375538e-01
chr1	1421484	1421509	313	-6.990994e-02	-6.990994e-02
chr1	1421510	1421525	307	-9.691799e-02	-9.691799e-02
chr1	1421526	1421540	308	-1.020214e-01	-1.020214e-01
chr1	1421541	1421548	309	-5.403444e-02	-5.403444e-02
chr1	1421549	1421564	315	-1.499408e-03	-1.499408e-03
chr1	1431475	1431493	316	-7.625089e+00	-7.625089e+00
chr1	1431494	1431505	309	-7.638552e+00	-7.638552e+00
chr1	1431506	1431518	9	-2.210518e+03	-3.833492e+03
chr1	1431519	1431519	307	-6.934159e+00	-6.934159e+00
chr1	1431520	1431520	308	-6.933633e+00	-6.933633e+00
chr1	1431521	1431521	309	-6.931595e+00	-6.931595e+00
chr1	1431522	1431537	11	-2.109389e+03	-3.886492e+03
chr1	1431538	1431538	307	-6.238419e+00	-6.238419e+00
chr1	1431539	1431539	308	-6.238413e+00	-6.238413e+00
chr1	1431540	1431540	311	-6.238411e+00	-6.238411e+00
chr1	1431541	1431541	312	-6.238404e+00	-6.238404e+00
chr1	1431542	1431562	8	-8.796705e+03	-7.350433e+03
chr1	1431563	1431563	310	-5.545257e+00	-5.545257e+00
chr1	1431564	1431564	311	-5.570573e+00	-5.570573e+00
chr1	1431565	1431565	308	-5.722304e+00	-5.722304e+00
chr1	1431566	1431574	309	-5.567877e+00	-5.567877e+00
chr1	1431575	1431590	13	-4.953210e+03	-4.883492e+03
chr1	1431591	1431591	307	-4.874693e+00	-4.874693e+00
chr1	1431592	1431596	308	-5.241455e+00	-5.241455e+00
chr1	1431597	1431613	311	-4.893755e+00	-4.893755e+00
chr1	1431614	1431614	308	-5.946838e+00	-5.946838e+00
chr1	1431615	1431621	309	-4.969069e+00	-4.969069e+00
chr1	1431622	1431633	1	-9.540104e+03	-4.271511e+03
chr1	1431634	1431634	307	-4.158869e+00	-4.158869e+00
chr1	1431635	1431635	308	-4.199350e+00	-4.199350e+00
chr1	1431636	1431638	309	-4.401535e+00	-4.401535e+00
chr1	1431639	1431652	19	-7.241532e+02	-1.392333e+03
chr1	1431653	1431653	307	-4.144340e+00	-4.144340e+00
chr1	1431654	1431654	308	-4.367881e+00	-4.367881e+00
chr1	1431655	1431663	309	-3.644210e+00	-3.644210e+00
chr1	1431664	1431677	19	-9.645770e+02	-2.197354e+03
chr1	1431678	1431680	307	-3.028979e+00	-3.028979e+00
chr1	1431681	1431681	308	-3.050242e+00	-3.050242e+00
chr1	1431682	1431682	311	-2.938616e+00	-2.938616e+00
chr1	1431683	1431683	312	-2.772578e+00	-2.772578e+00
chr1	1431684	1431699	14	-3.496872e+03	-2.628133e+03
chr1	1431700	1431700	310	-2.079432e+00	-2.079432e+00
chr1	1431701	1431711	311	-2.099732e+00	-2.099732e+00
chr1	1431712	1431722	308	-2.162504e+00	-2.162504e+00
